"nome","ementa"
"ADI 5260","CONSTITUCIONAL. ART. 46, § 5º, DA CONSTITUIÇÃO DO ESTADO DO RIO GRANDE DO SUL. VEDAÇÃO CONSTITUCIONAL À FIXAÇÃO DE ISONOMIA REMUNERATÓRIA ENTRE INTEGRANTES DA BRIGADA MILITAR, DO CORPO DE BOMBEIRO MILITAR E DA POLÍCIA CIVIL. VIOLAÇÃO DOS ARTS. 37, XIII, E 61, § 1º, II, ""A"", DA CONSTITUIÇÃO FEDERAL. INCONSTITUCIONALIDADES FORMAL E MATERIAL. PROCEDÊNCIA. 1. A jurisprudência desta CORTE aponta para a necessidade de que a Ação Direta questione todas as normas que integram o conjunto normativo apontado como inconstitucional, tendo em conta o efeito repristinatório verificado na declaração de inconstitucionalidade. A ausência de impugnação de toda a cadeia normativa, ressalvados os diplomas normativos anteriores à Constituição Federal de 1988, enseja o não conhecimento da ação ajuizada. Houve o oportuno aditamento da inicial, de modo a impugnar também a redação originária do § 5º do art. 46 da Constituição do Estado do Rio Grande do Sul. Ação Direta de Inconstitucionalidade conhecida. Precedentes desta CORTE. 2. Inconstitucionalidade material: Ao estabelecer uma indevida vinculação remuneratória entre diferentes carreiras de servidores públicos estaduais, o § 5º do art. 46 da Constituição do Estado do Rio Grande do Sul, tanto na sua redação originária, quanto na redação dada pela Emenda Constitucional Estadual 67/2014, desborda da disciplina normativa constante do art. 37, XIII, da Constituição Federal, em sua composição original e também após a modificação redacional decorrente da Emenda Constitucional 19/1998. 3. Inconstitucionalidade formal: A edição, por parte dos legislativos estaduais, de normas constitucionais que disponham sobre política remuneratória de servidores públicos do Poder Executivo implica afronta ao art. 61, § 1º, II, ""a"", da Constituição Federal, norma de reprodução obrigatória em sede estadual e que não pode ser afastada nem mesmo no exercício do Poder Constituinte Decorrente. Precedentes desta CORTE. 4. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 5352","CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. LEI ESTADUAL. OBRIGATORIEDADE DE PRESENÇA DE FARMACÊUTICO EM EMPRESAS QUE REALIZAM TRANSPORTE DE MEDICAMENTOS E INSUMOS FARMACÊUTICOS. COMPETÊNCIA LEGISLATIVA SUPLEMENTAR DOS ESTADOS-MEMBROS (ART. 24, §§ 1º E 2º, DA CF). PRINCÍPIO DA PREDOMINÂNCIA DE INTERESSE. INOVAÇÃO NA REGULAMENTAÇÃO DE ATRIBUIÇÕES DOS ÓRGÃOS ESTADUAIS DE VIGILÂNCIA SANITÁRIA SEM A PARTICIPAÇÃO DO CHEFE DO PODER EXECUTIVO. INCONSTITUCIONALIDADE FORMAL RECONHECIDA. PROCEDÊNCIA. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. A análise das competências concorrentes (CF, art. 24) deverá priorizar o fortalecimento das autonomias locais e o respeito às suas diversidades, de modo a assegurar o imprescindível equilíbrio federativo, em consonância com a competência legislativa remanescente prevista no § 1º do artigo 25 da Constituição Federal. 2. A lei estadual sob análise, ao estabelecer a obrigatoriedade da presença de profissional farmacêutico nos quadros das empresas que realizam serviço de transporte de medicamentos e de insumos farmacêuticos, extrapola a normatização federal sobre a mesma matéria (art. 24, §§ 1º e 2º, da CF). 3. É inconstitucional a norma que invade a competência própria dos órgãos estaduais de vigilância sanitária para o licenciamento das empresas e agentes envolvidos em atividades com impacto sanitário, matéria submetida à reserva de administração (art. 61, § 1º, II, ""e"", c/c art. 84, II e VI, ""a"", da CF). 4. Medida cautelar confirmada. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 5077","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. CONSTITUCIONAL E AMBIENTAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA LEGISLATIVA. LEI 3.213/2013 DO ESTADO DE RONDÔNIA. MINERAÇÃO E GARIMPAGEM. COMPETÊNCIA LEGISLATIVA PRIVATIVA DA UNIÃO (ART. 22, XII, DA CF). LICENCIAMENTO AMBIENTAL. COMPETÊNCIA CONCORRENTE. PRIMAZIA DA UNIÃO PARA FIXAR NORMAS GERAIS (ART. 24, VI, VII E VII, § 1º, 30, I E II, E 225, § 1º, IV, DA CF). EXERCÍCIO DO PODER DE POLÍCIA AMBIENTAL. SEPARAÇÃO DOS PODERES (ART. 2º DA CF). RESERVA DE ADMINISTRAÇÃO (ART. 2º, 61, § 1º, II, ""E"", 84, II E VI, ""A"", DA CF). COBRANÇA DE TAXA PELO EXERCÍCIO DO PODER DE POLÍCIA (ART. 145, II, DA CF), POR MEIO DE LEI DE INICIATIVA DO LEGISLATIVO. POSSIBILIDADE. INEXISTÊNCIA DE INICIATIVA RESERVADA EM MATÉRIA TRIBUTÁRIA. PARCIAL PROCEDÊNCIA. 1. Compete privativamente à União legislar sobre jazidas, minas, outros recursos minerais e metalurgia (CF/1988, art. 22, XII), em razão do que incorre em inconstitucionalidade a norma estadual que, a pretexto de regulamentar o licenciamento ambiental, impede o exercício de atividade garimpeira por pessoas físicas. 2. A diretriz fixada pelo constituinte, de favorecimento da organização da atividade garimpeira em cooperativas (art. 174, § 3º, da CF), não permite o extremo de limitar a prática de garimpagem apenas aos associados a essas entidades, sob pena de violação à garantia constitucional da liberdade de iniciativa e de livre associação (art. 1º, IV, art. 5º, XX, e art. 170, parágrafo único, da CF). 3. A competência legislativa concorrente cria o denominado ""condomínio legislativo"" entre a União e os Estados-Membros, cabendo à primeira a edição de normas gerais sobre as matérias elencadas no art. 24 da Constituição Federal; e aos segundos o exercício da competência complementar — quando já existente norma geral a disciplinar determinada matéria (CF, art. 24, § 2º) — e da competência legislativa plena (supletiva) — quando inexistente norma federal a estabelecer normatização de caráter geral (CF, art. 24, § 3º). 4. O licenciamento para exploração de atividade potencialmente danosa, como é o caso da lavra de recursos minerais, insere-se no Poder de Polícia Ambiental, cujo exercício é atividade administrativa de competência do Poder Executivo e, portanto, submetida à reserva de administração (art. 61, § 1º, II, e, c/c art. 84, II e VI, ""a"", da CF). 5. A definição do valor cobrado a título de taxa pelo exercício do poder de polícia (art. 145, II, da CF) pode ser estabelecida em sede legislativa, por iniciativa concorrente dos Poderes Executivo e Legislativo, pois não há falar em iniciativa reservada em matéria tributária (ARE 743480, Rel. Min. GILMAR MENDES, Tribunal Pleno, julgado sob o rito da repercussão geral, DJe de 19/11/2013). 6. Medida Cautelar confirmada e Ação Direta julgada parcialmente procedente."
"ADI 4913","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. LEI ESTADUAL N. 9.835/2012, DE MATO GROSSO. FORNECIMENTO GRATUITO DE CADEIRAS DE RODAS E APARELHOS AUDITIVOS A PORTADORES DE DEFICIÊNCIA FÍSICA OU AUDITIVA QUE SEJAM RECONHECIDAMENTE POBRES. DEMANDA PROPOSTA POR CENTRAL SINDICAL. PESSOA JURÍDICA NÃO CONFIGURADA COMO ENTIDADE DE CLASSE DE ÂMBITO NACIONAL OU CONFEDERAÇÃO SINDICAL (INC. IX DO ART. 103 DA CONSTITUIÇÃO DA REPÚBLICA). AUSÊNCIA DE LEGITIMIDADE ATIVA AD CAUSAM. PRECEDENTES. AÇÃO NÃO CONHECIDA."
"ADI 5103","CONSTITUCIONAL E ADMINISTRATIVO. LEI COMPLEMENTAR 223/2014 DO ESTADO DE RORAIMA. AUTONOMIA ADMINISTRATIVA E ORÇAMENTÁRIA DA POLÍCIA CIVIL. AFRONTA AO SENTIDO DO ART. 144, § 6º, DA CF. DELEGADO-GERAL. EQUIPARAÇÃO COM O STATUS DOS SECRETÁRIOS DE ESTADO. POSSIBILIDADE, EXCETO QUANTO À ATRIBUIÇÃO DE PRERROGATIVA DE FORO. AUSÊNCIA DE SIMETRIA. INCONSTITUCIONALIDADE PARCIAL. 1. Concomitância de processos de fiscalização de constitucionalidade no Tribunal de Justiça Estadual e neste SUPREMO TRIBUNAL FEDERAL quanto a artigo específico. Pedido de suspensão da ação em curso no TJRR prejudicado, ante o exaurimento da jurisdição local e a interposição de recurso extraordinário, pendente de análise neste STF. 2. Não conhecimento da ação quanto aos arts. 7º e 10 da Lei Estadual Complementar 223/2014, ante o descumprimento do ônus de impugnação fundamentada em relação a eles, diligência também exigível em sede de ação direta de inconstitucionalidade. Precedentes. 3. O art. 144, § 6º, da CF é expletivo de um indeclinável traço hierárquico de subordinação, a caracterizar a relação entre os Governadores de Estado e as respectivas polícias civis. São ilegítimas, por contrariá-lo, quaisquer pretensões legislativas de conceder maior liberdade política (autonomias) aos órgãos de direção máxima das polícias civis estaduais, mesmo que materializadas em deliberações da Assembleia Constituinte local. Inconstitucionalidade do vocábulo ""autônomo"", do art. 1º, caput, da LC 223/2014. 4. A instituição de tratamento jurídico paritário entre o Delegado-chefe da polícia civil estadual e os Secretários de Estado não pode alcançar a consequência de prover as autoridades policiais das mesmas prerrogativas de foro jurisdicional eventualmente vigentes em favor dos Secretários, por falta de correspondência no plano da CF. 5. Ao modificar a estrutura administrativa da polícia civil de Roraima, dispondo sobre os órgãos responsáveis pela execução orçamentária, financeira e administrativa, e instituir regras pertinentes à promoção funcional da carreira policial, a Lei Complementar 223/2014 não extrapolou o modelo normativo de segurança pública contemplado pelo art. 144 da Constituição Federal. 6. Ação Direta de Inconstitucionalidade procedente em parte."
"ADI 5140","CONSTITUCIONAL. LEI ESTADUAL DE INICIATIVA PARLAMENTAR. CRIAÇÃO DE NOVAS ATRIBUIÇÕES AO PODER EXECUTIVO PARA SUPERVISIONAR A PRODUÇÃO DE FILMES PUBLICITÁRIOS PARA PREVENÇÃO AO USO DE DROGAS, FISCALIZAR A EXIBIÇÃO NAS SALAS DE CINEMA E LAVRAR MULTAS PELO DESCUMPRIMENTO DA OBRIGAÇÃO. INCONSTITUCIONALIDADE FORMAL POR VÍCIO DE INICIATIVA RECONHECIDA. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. Princípio da predominância do interesse. 2. A própria Constituição Federal, presumindo de forma absoluta para algumas matérias a presença do princípio da predominância do interesse, estabeleceu, a priori, diversas competências para cada um dos entes federativos, União, Estados-Membros, Distrito Federal e Municípios, e, a partir dessas opções, pode ora acentuar maior centralização de poder, principalmente na própria União (CF, art. 22), ora permitir uma maior descentralização nos Estados-Membros e Municípios (CF, arts. 24 e 30, I). 3. A lei estadual sob análise, ao estabelecer a obrigatoriedade da exibição, antes das sessões, em todos os cinemas do Estado, de filme publicitário esclarecendo as consequências do uso de drogas, disciplina matéria de proteção e defesa da saúde (CF, art. 24, XII). Alegação de usurpação de competência legislativa privativa da União rejeitada. 4. Por outro lado, ao atribuir ao Poder Executivo a supervisão de filmes publicitários, a fiscalização de salas de cinema e a lavratura de multas pelo descumprimento da obrigação de exibição dos filmes especificados, a lei estadual, de iniciativa parlamentar, viola regra constitucional que determina a iniciativa privativa do Poder Executivo para a disciplina de sua organização administrativa (CF, art. 61, § 1º, II, e). 5. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 5462","CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. LEI ESTADUAL 7.202/2016 DO RIO DE JANEIRO. RESTRIÇÃO À COBRANÇA DE TAXAS POR INSTITUIÇÕES PARTICULARES DE ENSINO SUPERIOR. PROTEÇÃO DO CONSUMIDOR. FORTALECIMENTO DO FEDERALISMO CENTRÍFUGO. EXERCÍCIO DE COMPETÊNCIA SUPLEMENTAR EM MATÉRIA DE DIREITO DO CONSUMIDOR. CONSTITUCIONALIDADE DA LEGISLAÇÃO ESTADUAL. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. Princípio da predominância do interesse. 2. A própria Constituição Federal, presumindo de forma absoluta para algumas matérias a presença do princípio da predominância do interesse, estabeleceu, a priori, diversas competências para cada um dos entes federativos, União, Estados-Membros, Distrito Federal e Municípios, e, a partir dessas opções, pode ora acentuar maior centralização de poder, principalmente na própria União (CF, art. 22), ora permitir uma maior descentralização nos Estados-Membros e Municípios (CF, arts. 24 e 30, inciso I). 3. Cabe ao intérprete priorizar o fortalecimento das autonomias regionais e locais e o respeito às suas diversidades como pontos caracterizadores e asseguradores do convívio no Estado Federal, que garantam o imprescindível equilíbrio federativo. 4. A Constituição Federal, no tocante à proteção e à defesa do consumidor, estabelece competência concorrente entre a União, os Estados-Membros e o Distrito Federal. Cabe àquela editar normas gerais, e, a estes, legislar de forma supletiva ou complementar (art. 24, §§ 1º e 2º, da CF). 5. A Lei 7.202/2016 do Estado do Rio de Janeiro não substitui a disciplina do Código de Defesa do Consumidor (Lei 8.078/1990), mas a complementa, com o objetivo de ampliar a proteção dos consumidores fluminenses em aspectos peculiares a exigências locais, conforme faculta a Constituição Federal. 6. Ação Direta de Inconstitucionalidade julgada improcedente."
"ADI 3894","COMPETÊNCIA NORMATIVA – DIREITO DO TRABALHO. Cumpre à União legislar sobre direito do trabalho, incluída a jornada de integrantes de categoria profissional. PROCESSO LEGISLATIVO – INICIATIVA – REGIME JURÍDICO DE SERVIDOR. Consoante dispõe o artigo 61, § 1º, inciso II, alínea ""c"", da Constituição Federal, incumbe ao Chefe do Poder Executivo a iniciativa de lei que verse regime jurídico de servidor. A norma é de observância obrigatória por estados e municípios."
"ADI 3915","CONSTITUCIONAL. AÇÃO DIRETA DE INCONSTITUCIONALIDADE. LEI ESTADUAL DE ORGANIZAÇÃO JUDICIÁRIA QUE ATRIBUI AO ÓRGÃO PLENO DO TRIBUNAL DE JUSTIÇA A COMPETÊNCIA PARA O JULGAMENTO DOS PREFEITOS PERANTE O TRIBUNAL DE JUSTIÇA (ART. 29, X, DA CF). EMENDA PARLAMENTAR A PROJETO DE LEI DE INICIATIVA EXCLUSIVA DO PODER JUDICIÁRIO. PRINCÍPIO DO AUTOGOVERNO DA MAGISTRATURA (ART. 96, I, ALÍNEA ""A"", E II, ALÍNEA ""D""). AÇÃO PROCEDENTE. 1. A modificação da norma impugnada, desde que observada a continuidade normativa do conteúdo questionado, além do oportuno aditamento da petição inicial, não impede o conhecimento da ação direta. Precedentes. 2. Compete aos Tribunais da República a edição de atos normativos internos para a sua organização e administração, como expressão da autonomia que a Constituição lhes confere (art. 96, I, ""a"", da CF). 3. Uma vez atribuída aos Tribunais de Justiça a competência para o julgamento dos Prefeitos pela prática de crimes comuns, aí incluídos os crimes de responsabilidade impróprios (art. 1º do Decreto-lei 201/1967), incumbe a essas Cortes definir, em seus respectivos regimentos, o órgão interno responsável pela instrução e julgamento dessas ações. 4. É inválida a inclusão de norma com conteúdo próprio à disciplina dos regimentos internos dos Tribunais, por emenda parlamentar, ao projeto de lei apresentado pelo Tribunal de Justiça com o propósito de dispor sobre a organização judiciária do Estado, uma vez que violada a reserva de iniciativa disposta no art. 96, II, ""d"", da CF, prevalecendo a previsão do Regimento Interno que comete aos órgãos fracionários do Tribunal (Câmaras Criminais) a competência para julgamento dos prefeitos. 5. Ação direta julgada procedente."
"ADI 5961","COMPETÊNCIA NORMATIVA – CONSUMIDOR – PROTEÇÃO – LEI ESTADUAL – RAZOABILIDADE. Atendidos os parâmetros alusivos à razoabilidade, surge constitucional norma estadual a versar proibição de as empresas concessionárias de serviços públicos suspenderem, ausente pagamento, fornecimento residencial de água e energia elétrica em dias nela especificados, ante a competência concorrente dos Estados para legislar sobre proteção aos consumidores – artigo 24, inciso V, da Constituição Federal."
"ADI 1374","E M E N T A: AÇÃO DIRETA DE INCONSTITUCIONALIDADE – EMENDA À CONSTITUIÇÃO DO ESTADO DO MARANHÃO (EC Nº 13/95) – LIMITAÇÕES AO PODER CONSTITUINTE DECORRENTE – PRERROGATIVA QUE NÃO SE REVESTE DE CARÁTER ABSOLUTO – NORMA CONSTITUCIONAL ESTADUAL QUE DETERMINA, NO ÂMBITO DO ESTADO DO MARANHÃO E DOS MUNICÍPIOS DESSA UNIDADE DA FEDERAÇÃO, A APLICAÇÃO DE PARCELA (5%) DAS RECEITAS ORIUNDAS DE IMPOSTOS E DOS RECURSOS PROVENIENTES DE TRANSFERÊNCIAS A SER DESTINADA À ""PRODUÇÃO DE ALIMENTOS BÁSICOS"" – TRANSGRESSÃO À CLÁUSULA CONSTITUCIONAL DA NÃO AFETAÇÃO DA RECEITA ORIUNDA DE IMPOSTOS (CF, ART. 167, IV) E AO POSTULADO DA AUTONOMIA MUNICIPAL (CF, ART. 30, III) – VEDAÇÃO CONSTITUCIONAL QUE IMPEDE, RESSALVADAS AS EXCEÇÕES PREVISTAS NA PRÓPRIA CONSTITUIÇÃO, A VINCULAÇÃO, A ÓRGÃO, FUNDO OU DESPESA, DO PRODUTO DA ARRECADAÇÃO DE IMPOSTOS – INADMISSIBILIDADE DE O ESTADO-MEMBRO IMPOR AO MUNICÍPIO A DESTINAÇÃO DE RECURSOS E RENDAS QUE PERTENCEM, POR DIREITO PRÓPRIO, AO ENTE MUNICIPAL – INGERÊNCIA ESTADUAL INDEVIDA EM TEMA DE EXCLUSIVO INTERESSE DO MUNICÍPIO – O PRINCÍPIO DA AUTONOMIA MUNICIPAL COMO UMA DAS PEDRAS ANGULARES SOBRE A QUAL SE ESTRUTURA O EDIFÍCIO INSTITUCIONAL DO ESTADO FEDERAL BRASILEIRO – A LEI ORGÂNICA (CF, ART. 29, ""CAPUT"") QUALIFICA-SE COMO VERDADEIRO ESTATUTO CONSTITUCIONAL DO MUNICÍPIO – DOUTRINA – PRECEDENTES – MEDIDA CAUTELAR ANTERIORMENTE DEFERIDA PELO PLENÁRIO DESTA SUPREMA CORTE – REAFIRMAÇÃO DA CONSOLIDADA JURISPRUDÊNCIA DO SUPREMO TRIBUNAL FEDERAL SOBRE O TEMA – PRECEDENTES – PARECER DA PROCURADORIA-GERAL DA REPÚBLICA PELA INCONSTITUCIONALIDADE DO ART. 198 DA CONSTITUIÇÃO DO ESTADO DO MARANHÃO, NA REDAÇÃO DADA PELA EC ESTADUAL Nº 13/95 – AÇÃO DIRETA JULGADA PROCEDENTE."
"ADI 4314","LEGITIMIDADE – AÇÃO DIRETA DE INCONSTITUCIONALIDADE – COMÉRCIO – GORJETAS. Quando em jogo o comércio e a problemática alusiva à gorjeta, a Confederação Nacional do Comércio de Bens, Serviços e Turismo – CNC é parte legítima para figurar como autora de ação direta de inconstitucionalidade. COMPETÊNCIA NORMATIVA – DIREITO DO TRABALHO E CIVIL. Conforme versado no artigo 22, inciso I, da Constituição Federal, cabe à União dispor sobre Direito do Trabalho e Civil. Não pode Estado-membro potencializar a defesa do consumidor para justificar a abordagem da matéria."
"ADI 5307","CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. USURPAÇÃO DE COMPETÊNCIA DA UNIÃO. DIREITO DO TRABALHO. VIOLAÇÃO AOS ARTIGOS 20, I, E 21, XXI, DA CONSTITUIÇÃO FEDERAL. INCONSTITUCIONALIDADE. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. 2. Os dispositivos legais em análise (art. 2º, VI e VII, da LC 527/2010 do Estado de Santa Catarina), ao disciplinarem penalidades contra condutas discriminatórias praticadas em relações de trabalho, invadem esfera de competência legislativa privativa da União (CF, art. 22, I). 3. Da mesma forma, a previsão de atribuição de sanções pelo Poder Público Estadual no caso de infração aos dispositivos impugnados também contraria a competência exclusiva da União para organizar, manter e executar a inspeção do trabalho (CF, art. 21, XXIV). 4. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 3659","CONSTITUCIONAL. CONTROLE DE CONSTITUCIONALIDADE DE PRECEITO NORMATIVO ESTADUAL. COEXISTÊNCIA DE PROCESSOS DE FISCALIZAÇÃO ABSTRATA NO STF E EM CORTE ESTADUAL. TRÂNSITO EM JULGADO DA DECISÃO DO TRIBUNAL ESTADUAL, AFIRMANDO A INCONSTITUCIONALIDADE, POR OFENSA A NORMA DA CONSTITUIÇÃO DO ESTADO REPRODUZIDA DA CONSTITUIÇÃO FEDERAL. EFICÁCIA LIMITADA DA DECISÃO, QUE NÃO COMPROMETE O EXERCÍCIO DO CONTROLE DE CONSTITUCIONALIDADE PELO SUPREMO TRIBUNAL FEDERAL. LEI ESTADUAL 2.778/2002 DO ESTADO DO AMAZONAS. LIMITAÇÃO DE ACESSO A CARGO ESTADUAL. RESTRIÇÃO DE COMPETITIVIDADE INCOMPATÍVEL COM A CONSTITUIÇÃO. 1. Coexistindo ações diretas de inconstitucionalidade de um mesmo preceito normativo estadual, a decisão proferida pelo Tribunal de Justiça somente prejudicará a que está em curso perante o STF se for pela procedência e desde que a inconstitucionalidade seja por incompatibilidade com dispositivo constitucional estadual tipicamente estadual (= sem similar na Constituição Federal). 2. Havendo declaração de inconstitucionalidade de preceito normativo estadual pelo Tribunal de Justiça com base em norma constitucional estadual que constitua reprodução (obrigatória ou não) de dispositivo da Constituição Federal, subsiste a jurisdição do STF para o controle abstrato tendo por parâmetro de confronto o dispositivo da Constituição Federal reproduzido. 3. São inconstitucionais os artigos 3º, § 1º, 5º, § 4º, e a expressão ""e Graduação em Curso de Administração Pública mantido por Instituição Pública de Ensino Superior, credenciada no Estado de Amazonas"", inserida no caput do artigo 3º da Lei Ordinária 2.778/2002 do Estado do Amazonas, por ofensa ao princípio constitucional de igualdade no acesso a cargos públicos (art. 37, II), além de criar ilegítimas distinções entre brasileiros, o que é vedado pela Constituição Federal (art. 19, III). 4. Ação direta de inconstitucionalidade julgada procedente."
"ADI 158","E M E N T A: AÇÃO DIRETA DE INCONSTITUCIONALIDADE – LEGISLAÇÃO ESTADUAL QUE ""EXTINGUE A OBRIGATORIEDADE DE HORA DE VERÃO NO TERRITÓRIO CEARENSE"" (LEI Nº 11.638/1989, EDITADA PELO ESTADO DO CEARÁ) – CONCEITO JURÍDICO DE ""HORA LEGAL"" E DIVISÃO DO TERRITÓRIO BRASILEIRO EM FUSOS HORÁRIOS, CARACTERIZADOS A PARTIR DO MERIDIANO DE GREENWICH, CONSOANTE REGULAÇÃO INSCRITA EM LEGISLAÇÃO NACIONAL (DECRETO Nº 2.784/1913, LEI Nº 11.662/2008 E LEI Nº 12.876/2013) – TEMA QUE SE INCLUI NA ESFERA DE COMPETÊNCIA PRIVATIVA DA UNIÃO FEDERAL NO QUE CONCERNE AOS SISTEMAS OFICIAIS DE ESTATÍSTICA, GEOGRAFIA, GEOLOGIA E CARTOGRAFIA DE ÂMBITO NACIONAL (CF, ART. 21, XV, E ART. 22, XVIII) – USURPAÇÃO, PELO ESTADO-MEMBRO, DE COMPETÊNCIA PRIVATIVA DA UNIÃO FEDERAL – OFENSA AOS ARTS. 21, XV, E 22, XVIII, DA CONSTITUIÇÃO DA REPÚBLICA – PARECER DA PROCURADORIA-GERAL DA REPÚBLICA PELA INCONSTITUCIONALIDADE – AÇÃO DIRETA JULGADA PROCEDENTE. – Os Estados-membros e o Distrito Federal não dispõem de competência para legislar sobre horário de verão, eis que falece a qualquer ente federado competência legislativa para dispor sobre o seu próprio horário, considerada a dimensão nacional que qualifica essa particular atribuição que a Constituição da República outorgou, em regime de exclusividade, à União Federal, sob pena de entendimento em sentido contrário gerar a possibilidade anárquica de o Brasil vir a submeter-se a tantas horas oficiais quantas forem as unidades da Federação. – Consequente inconstitucionalidade formal de diploma legislativo estadual, em virtude, precisamente, da usurpação, pela unidade federada local, de competência outorgada, em caráter privativo, à União Federal, seja em face do que prescreve o art. 21, XV, seja à luz do que estabelece o art. 22, XVIII, ambos da Constituição da República."
"ADI 3185","INICIAL – AÇÃO DIRETA DE INCONSTITUCIONALIDADE – CAUSA DE PEDIR E PEDIDO. Embora aberta a causa de pedir, uma vez envolvido o controle concentrado de constitucionalidade, a inicial deve conter as razões pelas quais se tem como inconstitucional o preceito atacado. CARGOS – RÓTULO E CONTEÚDO – PROVIMENTO. Ante a nomenclatura e o conteúdo do cargo, vale dizer, as atribuições, cumpre homenagear, para defini-lo como de provimento efetivo ou não, a realidade, a prática comum na Administração Pública."
"ADI 4984","CONSTITUCIONAL. LEIS COMPLEMENTARES 1/1994 E 84/2009 DO ESTADO DO CEARÁ. NORMAS GERAIS. ESTUDOS DE VIABILIDADE MUNICIPAL. EC 15/1996. NOVA CONFORMAÇÃO DA MATÉRIA. LEI ESTADUAL REVOGADA. COMPETÊNCIA DA UNIÃO PARA FIXAR PERÍODO DE CRIAÇÃO E ALTERAÇÃO DE MUNICÍPIOS. ESTABELECIMENTO DE DEVERES E OBRIGAÇÕES PARA A JUSTIÇA ELEITORAL POR MEIO DE LEI ESTADUAL. IMPOSSIBILIDADE. INCONSTITUCIONALIDADE RECONHECIDA, NESSE PONTO. 1. A promulgação de Emenda Constitucional enseja revogação dos atos normativos anteriores que lhe são contrários. 2. Competência da União para fixar lapso temporal em que permitida a criação, a incorporação, a fusão ou o desmembramento de municípios (CF, art. 18, § 4º, com redação dada pela EC 15/1996). 3. A União é competente para estabelecer normas gerais acerca do processo de criação de municípios, o que não obsta a competência suplementar dos Estados-Membros. 4. Impossibilidade de criação, fusão, incorporação ou desmembramento de municípios antes do advento de Lei Complementar federal definindo o período em que autorizado. 5. Os Estados-Membros são incompetentes para designar obrigações para a Justiça Eleitoral, que integra a Justiça Federal. 6. Ação julgada parcialmente procedente."
"ADI 4759","PROCESSO LEGISLATIVO – INICIATIVA. Aos Poderes Executivo e Legislativo compete a apresentação de projetos de lei concernentes à alteração do regime jurídico e remuneratório dos próprios servidores – artigos 51, inciso IV, 52, inciso XIII, e 61, § 1º, inciso II, alínea ""c"", da Constituição Federal. PROJETO DE LEI – EMENDA PARLAMENTAR – DESPESAS – AUMENTO. Conflita com a Constituição Federal introduzir, em projeto de iniciativa de outro Poder, alteração a implicar aumento de despesas – artigo 63, inciso I, da Lei Maior."
